,Name,Ratings,Position,Version,PS,SKI,WF,WR,PAC,SHO,PAS,DRI,DEF,PHY,Popularity,BS,IGS,Club,League,Country,Height(cm),Weight(kg),Body Type
14694,Aritz Arambarri Murua,65,CB,Normal,650.0,2,3,M \ M,51,27,49,43,64,69,-2,303,1434,Real Sociedad B,LaLiga SmartBank (ESP 2),Spain,186,76, High & Average
14695,Marlon Mejía,65,CB,Sudamericana,700.0,2,2,M \ M,55,32,46,48,65,70,1,316,1456,CS Emelec,CONMEBOL Sudamericana,Ecuador,178,74, Average
14696,Alec Deneumostier,65,CB,Sudamericana,700.0,2,2,M \ M,53,29,48,45,67,61,0,303,1420,FBC Melgar,CONMEBOL Sudamericana,Peru,184,80, High & Average
14697,Paolo Reyna,65,LB,Sudamericana,500.0,2,3,M \ M,71,38,59,54,59,64,1,345,1603,FBC Melgar,CONMEBOL Sudamericana,Peru,180,70, Average
14698,Luis Iberico,65,ST,Sudamericana,8000.0,3,3,M \ M,69,64,48,66,24,62,0,333,1505,FBC Melgar,CONMEBOL Sudamericana,Peru,177,74, Average
14700,Marcos Ovejero,65,LW,Libertadores,850.0,4,2,H \ M,86,61,58,69,34,43,2,351,1627,Always Ready,CONMEBOL Libertadores,Argentina,170,72, Short and Balanced
14702,Sotillos,65,CB,Normal,500.0,2,3,M \ M,66,31,54,58,65,64,2,338,1576,CF Fuenlabrada,LaLiga SmartBank (ESP 2),Spain,180,72, Average
14703,Luis Urruti,65,LW,Libertadores,650.0,2,2,H \ M,71,60,62,63,17,47,5,320,1511,Universitario,CONMEBOL Libertadores,Uruguay,177,64, Average
14705,Gustavo Giménez,65,RB,Sudamericana,700.0,2,3,M \ M,69,30,51,59,63,59,1,331,1525,River Plate,CONMEBOL Sudamericana,Paraguay,175,76, Average
14706,Daiya Tono,65,RW,Normal,700.0,3,3,M \ M,68,67,58,70,18,46,3,327,1615,Kawasaki-F,Meiji Yasuda J1 (JPN 1),Japan,165,66, Short & Lean
14708,Ryuho Kikuchi,65,CB,Normal,700.0,2,3,M \ M,42,29,41,39,64,78,1,293,1332,Vissel Kobe,Meiji Yasuda J1 (JPN 1),Japan,188,80, High & Average
14709,Erick Otieno,65,LB,Normal,500.0,2,4,H \ M,86,43,57,63,55,69,12,373,1675,AIK,Allsvenskan (SWE 1),Kenya,168,70, Short and Balanced
14712,Maxence Rivera,65,LM,Normal,700.0,2,3,H \ M,75,61,58,70,25,43,3,332,1571,ASSE,Ligue 1,France,168,61, Short & Lean-
14713,Königsdörffer,65,RM,Normal,600.0,2,3,M \ M,83,61,55,67,37,53,44,356,1648,Dynamo Dresden,Bundesliga 2 (GER 2),Germany,182,76, Lean
14714,Shuto Abe,65,CM,Normal,600.0,2,3,M \ H,71,61,60,66,61,67,1,386,1812,F.C. Tokyo,Meiji Yasuda J1 (JPN 1),Japan,171,67, Average
14715,Pablo Adorno,65,CB,Libertadores,550.0,2,2,M \ M,51,31,42,48,65,65,-3,302,1386,Cerro Porteño,CONMEBOL Libertadores,Paraguay,184,80, Stocky
14716,Pablo Gozálbez Gilabert,65,CAM,Normal,700.0,4,4,H \ M,63,66,64,65,49,54,1,361,1728,Valencia CF,LaLiga Santander,Spain,170,65, Short & Lean-
14717,Anis Slimane,65,CM,Normal,750.0,3,4,H \ M,63,56,61,68,54,71,8,373,1734,Brøndby IF,3F Superliga (DEN 1),Tunisia,188,80, High & Average
14718,Víctor Guzmán,65,CB,Normal,600.0,2,3,M \ M,70,32,44,58,65,72,2,341,1554,Tijuana,LIGA BBVA MX (MEX 1),Mexico,181,75, Average
14719,Mauricio Pineda,65,CB,Normal,650.0,2,3,M \ M,53,31,48,56,66,69,1,323,1469,Chicago Fire,Major League Soccer,United States,185,78, High & Average+
14720,Leonard Owusu,65,CDM,Normal,1800.0,3,2,M \ H,62,36,56,59,61,68,3,342,1554,Whitecaps FC,Major League Soccer,Ghana,181,73, Average
14723,Kevin Salvatierra,65,CM,Sudamericana,650.0,2,2,H \ M,63,52,59,63,50,59,1,346,1600,Bolívar,CONMEBOL Sudamericana,Bolivia,175,72, Average
14724,Ryotaro Araki,65,RM,Normal,650.0,3,3,M \ M,82,58,61,71,22,42,4,336,1565,Kashima Antlers,Meiji Yasuda J1 (JPN 1),Japan,170,60, Short & Lean
14725,Realdo Fili,65,LW,Normal,600.0,3,4,M \ H,73,62,62,66,45,63,1,371,1722,FC Botoșani,Liga I (ROM 1),Albania,175,69, Lean
14726,Vitor Carvalho Vieira,65,CM,Normal,550.0,2,2,M \ M,66,57,59,65,65,63,0,375,1762,Gil Vicente,Liga NOS (POR 1),Brazil,183,73, Lean
14727,Takuro Kaneko,65,RM,Normal,700.0,2,2,H \ M,65,65,60,68,47,57,1,362,1702,H.Consa.Sapporo,Meiji Yasuda J1 (JPN 1),Japan,178,68, Average
14728,Tatsuki Seko,65,CDM,Normal,750.0,2,3,M \ M,66,47,63,60,61,67,2,364,1675,Yokohama FC,Meiji Yasuda J1 (JPN 1),Japan,175,69, Average
14729,Katsuhiro Nakayama,65,RM,Normal,600.0,3,3,M \ M,77,62,61,65,36,58,0,359,1673,Shimizu S-Pulse,Meiji Yasuda J1 (JPN 1),Japan,177,65, Average
14730,Kosuke Saito,65,LM,Normal,500.0,3,3,H \ M,68,63,61,68,42,47,0,349,1698,Yokohama FC,Meiji Yasuda J1 (JPN 1),Japan,170,61, Short & Lean
14731,Alex Timossi Andersson,65,RM,Normal,700.0,3,4,M \ M,80,56,60,66,30,52,4,344,1595,SK Austria Klagenfurt,Ö Bundesliga (AUT 1),Sweden,170,65, Short & Lean-
14732,Warleson Lisboa Oliveira,65,GK,Normal,800.0,1,3,M \ M,70,58,59,69,27,63,-1,346,661,Cercle Brugge,1A Pro League (BEL 1),Brazil,191,87, High & Average
14734,Jesús Sagredo,65,CB,Libertadores,700.0,2,3,M \ M,68,29,48,57,66,64,1,332,1491,The Strongest,CONMEBOL Libertadores,Bolivia,175,70, Average
14735,Yuki Yamamoto,65,CM,Normal,700.0,2,3,M \ M,68,60,64,68,54,60,-2,374,1787,Gamba Osaka,Meiji Yasuda J1 (JPN 1),Japan,173,64, Lean
14736,Jon Pacheco Dozagarat,65,CB,Normal,700.0,2,3,L \ M,54,22,44,42,65,65,5,292,1368,Real Sociedad,LaLiga Santander,Spain,184,77, Average
14738,Alfonso Trezza,65,RM,Libertadores,600.0,3,3,H \ H,86,55,57,60,49,63,-1,370,1717,Nacional,CONMEBOL Libertadores,Uruguay,166,59, Short & Lean-
14739,Miguel Ángel Martínez,65,GK,Libertadores,700.0,1,2,M \ M,68,63,60,65,23,65,0,344,662,Cerro Porteño,CONMEBOL Libertadores,Paraguay,184,78, Average
14740,Santiago Hezze,65,CM,Sudamericana,650.0,2,3,M \ M,63,48,64,64,57,71,2,367,1693,Huracán,CONMEBOL Sudamericana,Argentina,182,77, Average
14741,Javier López Carballo,65,LB,Normal,700.0,3,3,M \ M,71,27,47,54,62,66,-2,327,1470,D. Alavés,LaLiga Santander,Spain,183,75, Lean
14742,Yannik Keitel,65,CDM,Normal,750.0,2,3,L \ M,65,43,62,61,62,64,5,357,1651,SC Freiburg,Bundesliga,Germany,186,85, High & Average
14743,Luca Oyen,65,LW,Normal,1000.0,3,3,H \ H,73,55,62,71,39,44,4,344,1636,KRC Genk,1A Pro League (BEL 1),Belgium,173,64, Lean
14744,Paulos Abraham,65,ST,Normal,750.0,3,3,M \ M,79,65,54,69,28,52,9,347,1630,FC Groningen,Eredivisie,Sweden,176,69, Lean
14746,Eric Martel,65,CDM,Normal,650.0,2,3,M \ M,66,46,57,57,65,71,6,362,1687,FK Austria Wien,Ö Bundesliga (AUT 1),Germany,187,81, High & Average+
14747,Dennis Borkowski,65,ST,Normal,450.0,3,3,M \ M,71,64,46,66,29,61,1,337,1553,1. FC Nürnberg,Bundesliga 2 (GER 2),Germany,184,74, Average
14748,Théo Ndicka Matam,65,LWB,Normal,700.0,2,3,H \ M,75,48,57,69,59,63,1,371,1727,KV Oostende,1A Pro League (BEL 1),France,170,65, Short & Lean-
14749,Mariano Peralta Bauer,65,ST,Sudamericana,700.0,2,3,M \ L,72,62,52,63,31,68,0,348,1608,San Lorenzo,CONMEBOL Sudamericana,Argentina,176,75, Average
14750,Lautaro Blanco,65,LB,Sudamericana,500.0,2,3,H \ M,73,40,53,64,60,64,3,354,1627,Rosario Central ,CONMEBOL Sudamericana,Argentina,183,75, Average
14751,Erik Jorgens de Menezes,65,LB,Normal,600.0,4,4,H \ L,84,49,61,70,58,64,5,386,1777,Al Ain FC,United Emirates L. (UAE 1),Brazil,174,73, Average
14752,Lewis Montsma,65,CB,Normal,700.0,2,3,M \ M,58,34,48,55,64,76,5,335,1529,Lincoln City,EFL League One (ENG 3),Netherlands,191,84, High & Average+
14753,Alan Virginius,65,RW,Normal,1100.0,2,3,H \ M,87,56,55,68,27,40,40,333,1524,FCSM,Ligue 2 (FRA 2),France,175,65, Lean
14754,Marvin Rittmüller,65,RB,Normal,600.0,2,3,H \ M,71,43,57,64,61,60,2,356,1636,1. FC Heidenheim,Bundesliga 2 (GER 2),Germany,177,77, Lean
14755,Anthony Elanga,65,LM,Normal,1000.0,3,3,H \ M,81,60,58,68,29,51,1015,347,1634,Manchester Utd,Premier League,Sweden,180,70, Lean
14756,Julian Schwermann,65,CDM,Normal,400.0,2,4,H \ H,65,55,59,61,60,78,5,378,1747,SC Verl,3. Liga (GER 3),Germany,183,79, Average
14758,Gijs Smal,65,LB,Normal,650.0,2,3,H \ M,74,55,65,62,57,70,3,383,1762,FC Twente,Eredivisie,Netherlands,183,83, Average
14759,Sékou Mara,65,ST,Normal,450.0,2,3,M \ M,69,63,48,63,26,65,15,334,1576,Bordeaux,Ligue 1,France,183,80, Lean
14760,Patryk Janasik,65,RWB,Normal,8500.0,2,3,M \ M,72,49,59,62,57,58,1,357,1654,Śląsk Wrocław,Polski Ekstraklasa (POL 1),Poland,178,68, Average
14762,Andrei Tofan,65,RB,Normal,700.0,2,2,M \ H,75,42,57,49,60,64,0,347,1571,FC Argeș,Liga I (ROM 1),Romania,172,69, Average
14763,Giannis Papanikolaou,65,CM,Normal,650.0,2,3,M \ H,72,55,62,66,60,73,0,388,1803,Raków Częstochowa,Polski Ekstraklasa (POL 1),Greece,182,73, Lean
14764,Daan Huisman,65,CAM,Normal,600.0,2,3,M \ M,58,59,64,63,50,69,3,363,1703,Vitesse,Eredivisie,Netherlands,190,84, High & Average+
14765,Julián Aude,65,LB,Sudamericana,700.0,3,4,M \ M,71,46,59,73,59,64,3,372,1724,Lanús,CONMEBOL Sudamericana,Argentina,180,65, Lean
14767,Mateusz Kuzimski,65,ST,Normal,650.0,2,3,H \ L,78,64,55,61,28,63,2,349,1616,Warta Poznań,Polski Ekstraklasa (POL 1),Poland,179,70, Average
14768,Juan Sforza,65,CM,Sudamericana,600.0,2,3,M \ M,67,58,61,65,59,63,-1,373,1708,Newell's,CONMEBOL Sudamericana,Argentina,180,76, Average
14769,Leo Román Riquelme,65,GK,Normal,650.0,1,2,M \ M,65,64,69,66,50,62,1,376,802,RCD Mallorca,LaLiga Santander,Spain,185,78, High & Average
14770,Bart Verbruggen,65,GK,Normal,550.0,1,3,M \ M,71,63,65,69,46,57,7,371,739,RSC Anderlecht,1A Pro League (BEL 1),Netherlands,193,75, High & Average
14771,Diego Conde,65,GK,Normal,650.0,1,3,M \ M,62,58,63,68,43,69,4,363,818,Getafe CF,LaLiga Santander,Spain,187,83, High & Average+
14776,Cristian Olivera,65,RM,Sudamericana,500.0,3,3,H \ M,77,59,62,69,35,47,1,349,1635,Peñarol,CONMEBOL Sudamericana,Uruguay,170,67, Short & Lean-
14777,Wesley Spieringhs,65,CM,Normal,650.0,2,3,M \ H,61,53,65,65,61,70,5,375,1761,Willem II,Eredivisie,Netherlands,188,79, High & Average+
14778,Claudio Mendes Vicente,65,ST,Normal,6500.0,4,4,M \ M,74,64,62,64,35,55,6,354,1640,UD Las Palmas,LaLiga SmartBank (ESP 2),Spain,186,78, High & Average+
14779,David Pereira Da Costa,65,LW,Normal,650.0,3,3,M \ M,69,56,61,73,27,40,5,326,1560,RC Lens,Ligue 1,Portugal,168,64, Short & Lean-
14780,Thabang Monare,65,CM,Normal,550.0,2,3,H \ M,74,66,65,68,67,64,1,404,1926,Orlando Pirates,South African FL (RSA 1),South Africa,178,73, Lean
14781,Nicolás Rossi,65,GK,Libertadores,1200.0,1,2,M \ M,61,68,52,69,22,72,3,344,602,Rentistas,CONMEBOL Libertadores,Uruguay,186,77, High & Average
14782,Nicolás Castro,65,CAM,Sudamericana,700.0,2,3,M \ M,61,63,66,66,38,53,3,347,1608,Newell's,CONMEBOL Sudamericana,Argentina,186,76, High & Average
14783,Franco Orozco,65,LW,Sudamericana,10000.0,4,3,M \ M,79,62,57,70,30,43,3,341,1558,Lanús,CONMEBOL Sudamericana,Argentina,168,61, Short & Lean-
14786,Luis Cano,65,LM,Sudamericana,1300.0,3,3,H \ M,67,61,59,66,49,57,-1,359,1629,Aucas,CONMEBOL Sudamericana,Ecuador,167,64, Short & Lean
14787,Ángel Zamudio,65,GK,Sudamericana,700.0,1,2,M \ M,65,61,63,68,23,65,0,345,631,Sport Huancayo,CONMEBOL Sudamericana,Peru,181,70, Average
14788,Jorge Murrugarra,65,CDM,Libertadores,900.0,2,3,M \ M,61,51,59,59,61,63,0,354,1622,Universitario,CONMEBOL Libertadores,Peru,177,76, Average
14790,Masaki Watai,65,CAM,Normal,700.0,3,4,H \ L,69,63,65,67,45,52,0,361,1741,Tokushima Vortis,Meiji Yasuda J1 (JPN 1),Japan,168,64, Short & Lean-
14791,Yudai Konishi,65,CDM,Normal,1400.0,2,3,H \ H,75,62,67,68,60,58,0,390,1855,Tokushima Vortis,Meiji Yasuda J1 (JPN 1),Japan,169,66, Short & Lean-
14792,Diego Hoyos,65,CM,Sudamericana,1000.0,3,2,M \ M,66,62,63,64,61,60,1,376,1773,Guabirá,CONMEBOL Sudamericana,Bolivia,180,75, Average
14793,Yoshio Koizumi,65,CAM,Normal,700.0,2,4,H \ M,75,60,64,65,53,51,2,368,1755,Urawa Reds,Meiji Yasuda J1 (JPN 1),Japan,172,63, Lean
14795,Yuya Yamagishi,65,ST,Normal,650.0,2,3,M \ M,50,67,46,61,32,70,1,326,1545,Avispa Fukuoka,Meiji Yasuda J1 (JPN 1),Japan,183,80, Average
14796,Jesús Piñuelas,65,CB,Normal,650.0,2,2,L \ M,61,34,44,47,66,64,1,316,1455,Atlético de San Luis,LIGA BBVA MX (MEX 1),Mexico,184,70, Average
14798,Alejandro Medina,65,GK,Sudamericana,900.0,1,3,M \ M,64,62,60,69,29,66,-2,350,697,Arsenal,CONMEBOL Sudamericana,Argentina,181,79, Average
14801,Franco Catarozzi,65,CM,Sudamericana,600.0,2,3,M \ M,70,55,58,66,66,63,-2,378,1755,Mdeo City Torque,CONMEBOL Sudamericana,Uruguay,179,72, Lean
14802,Kevin Luckassen,65,ST,Normal,700.0,2,3,H \ M,73,66,43,60,29,75,1,346,1600,Sepsi OSK,Liga I (ROM 1),Netherlands,185,80, High & Stocky
14805,Cătălin Itu,65,CM,Normal,700.0,2,2,M \ H,66,57,60,63,63,72,1,381,1770,FC Dinamo 1948,Liga I (ROM 1),Romania,182,70, Average
14806,Min Soo Kang,65,CB,Normal,650.0,2,3,M \ H,53,38,49,53,65,69,0,327,1564,Incheon United,K League 1 (KOR 1),Korea Republic,186,74, High & Average+
14807,Chang Soo Kim,65,RB,Normal,650.0,2,3,M \ M,64,59,61,64,62,67,0,377,1808,Incheon United,K League 1 (KOR 1),Korea Republic,179,72, Average
14808,Alan Judge,65,CAM,Normal,700.0,3,3,H \ M,58,63,67,67,52,61,1,368,1817,Colchester,EFL League Two (ENG 4),Republic of Ireland,169,70, Short & Lean-
14809,Ádám Bogdán,65,GK,Normal,600.0,1,3,M \ M,66,61,63,67,54,65,16,376,823,Ferencvárosi TC,Nemzetti Bajnoksag (HUN 1),Hungary,194,92, High & Average
14810,Michiel Kramer,65,ST,Normal,500.0,2,3,L \ L,41,64,56,56,35,63,31,315,1531,RKC Waalwijk,Eredivisie,Netherlands,196,80, High & Average
14811,Johannes Flum,65,CDM,Normal,650.0,3,3,M \ H,32,59,62,60,61,71,2,345,1694,SC Freiburg II,3. Liga (GER 3),Germany,189,78, High & Average+
14813,Jong Eun Lim,65,CB,Normal,600.0,2,3,M \ H,57,38,50,55,65,71,0,336,1487,Ulsan Hyundai,K League 1 (KOR 1),Korea Republic,192,88, High & Average
14814,Matthew Jurman,65,CB,Normal,650.0,2,2,M \ M,42,40,53,48,64,78,2,325,1490,Newcastle Jets,A-League (AUS 1),Australia,191,87, High & Average
14816,Johan Bertilsson,65,LW,Normal,700.0,3,2,M \ M,72,61,63,66,32,59,-2,353,1710,Degerfors IF,Allsvenskan (SWE 1),Sweden,177,68, Average
14818,Boulenger,65,CB,Normal,750.0,2,3,M \ M,62,32,59,60,63,73,4,349,1620,RFC Seraing,1A Pro League (BEL 1),France,188,86, High & Average
14819,Niklas Dams,65,CB,Normal,650.0,2,4,M \ M,57,29,51,53,64,72,0,326,1550,Borussia Dortmund II,3. Liga (GER 3),Germany,184,78, Average
14823,Ibrahima Cissé,65,CDM,Normal,500.0,2,3,M \ M,69,46,58,62,66,66,4,367,1722,RFC Seraing,1A Pro League (BEL 1),Guinea,184,77, Average
14824,Roman Zozulya,65,ST,Normal,550.0,3,3,H \ H,73,63,56,61,43,80,2,376,1762,CF Fuenlabrada,LaLiga SmartBank (ESP 2),Ukraine,180,75, Average
14826,Mitchel Paulissen,65,CAM,Normal,700.0,3,3,H \ M,73,61,66,64,42,69,0,375,1763,SC Cambuur,Eredivisie,Netherlands,185,80, High & Average
14827,Maurides,65,ST,Normal,650.0,3,4,M \ M,50,67,52,63,30,76,4,338,1600,Radomiak Radom,Polski Ekstraklasa (POL 1),Brazil,189,86, High & Average
14828,Lasse Nilsen,65,LWB,Normal,750.0,2,2,H \ M,85,57,55,63,54,66,1,380,1717,Tromsø IL,Eliteserien (NOR 1),Norway,180,72, Lean
14830,Jeong Hyeop Lee,65,ST,Normal,600.0,3,4,H \ H,64,62,47,60,34,76,-2,343,1647,Gangwon FC,K League 1 (KOR 1),Korea Republic,186,76, High & Average+
14831,Ashcroft,65,CB,Normal,450.0,2,3,M \ M,67,28,44,52,65,71,1,327,1521,Dundee FC,Scottish Premiership (SPFL),Scotland,183,70, Average
14832,Grønning,65,CDM,Normal,700.0,2,3,M \ H,43,51,53,56,63,69,1,335,1605,Viborg FF,3F Superliga (DEN 1),Denmark,182,79, Average
14833,Thomas Mikkelsen,65,GK,Normal,1000.0,1,2,M \ M,65,66,69,63,32,67,0,362,915,Brøndby IF,3F Superliga (DEN 1),Denmark,190,85, High & Average
14834,Hendriks,65,ST,Normal,1500.0,3,3,M \ M,67,64,52,65,24,59,2,331,1564,SC Cambuur,Eredivisie,Netherlands,180,75, Average
14836,Facundo Cardozo,65,LB,Normal,500.0,2,2,M \ M,70,32,50,53,63,73,0,341,1548,Club Atlético Platense,Primera División (ARG 1),Argentina,182,81, Average
14837,Salih Dursun,65,CB,Normal,1000.0,2,2,M \ H,59,39,52,54,64,74,1,342,1602,Karagümrük SK,Süper Lig (TUR 1),Turkey,188,79, High & Stocky
14838,Greg Kiltie,65,LM,Normal,600.0,3,4,H \ M,67,56,61,67,46,62,-1,359,1664,St. Mirren,Scottish Premiership (SPFL),Scotland,173,70, Average
14841,Fochive,65,CDM,Normal,1100.0,2,2,M \ M,66,39,51,62,62,79,2,359,1633,Portland Timbers,Major League Soccer,United States,175,78, Lean
14843,Agustín Medina Delgado,65,CDM,Normal,1500.0,2,2,M \ M,69,49,64,62,61,65,-1,370,1754,SD Ponferradina,LaLiga SmartBank (ESP 2),Spain,176,72, Lean
14844,Vaso Vasić,65,GK,Normal,600.0,1,3,M \ M,68,59,63,68,43,66,-1,367,788,FC Luzern,Raiffeisen Super L. (SUI 1),Serbia,186,80, High & Average
14845,Josh Vickers,65,GK,Normal,1500.0,1,3,M \ M,67,63,60,65,42,62,3,359,839,Rotherham Utd,EFL League One (ENG 3),England,193,72, High & Average
14846,Leandro,65,LB,Normal,700.0,2,3,H \ M,81,37,60,61,60,71,13,370,1729,Gornik Leczna,Polski Ekstraklasa (POL 1),Brazil,183,77, Average
14847,Bálint Vécsei,65,CM,Normal,700.0,3,3,M \ M,60,64,66,70,56,73,10,389,1840,Ferencvárosi TC,Nemzetti Bajnoksag (HUN 1),Hungary,185,80, High & Average
14848,Weihui Rao,65,LB,Normal,950.0,2,3,M \ M,74,27,56,56,61,67,1,341,1626,Changchun Yatai,Chinese FA Super L. (CHN 1),China PR,176,73, Average
14849,Çiçek,65,ST,Normal,500.0,3,3,M \ M,58,65,47,62,30,70,4,332,1562,Başakşehir,Süper Lig (TUR 1),Turkey,188,80, High & Average
14850,Niklas Kreuzer,65,RB,Normal,650.0,3,3,H \ M,78,58,62,66,59,70,1,393,1871,Hallescher FC,3. Liga (GER 3),Germany,178,76, Average
14851,Tobias Salquist,65,CB,Normal,500.0,2,4,M \ M,61,42,50,51,63,74,1,341,1567,Silkeborg IF,3F Superliga (DEN 1),Denmark,190,85, High & Average+
14853,Benjamin Van Durmen,65,CDM,Normal,550.0,2,3,M \ M,53,45,59,59,64,69,1,349,1684,FC U Craiova 1948,Liga I (ROM 1),Belgium,185,79, High & Average
14854,Georgiy Melkadze,65,LM,Normal,1400.0,3,3,M \ M,74,60,59,65,48,74,-1,380,1754,Spartak Moscow,League of Russia (RUS 1),Russia,182,80, Average
14855,Xande Silva,65,ST,Normal,1000.0,3,3,H \ M,73,62,58,71,27,60,4,351,1645,Nott'm Forest,EFL Championship (ENG 2),Portugal,177,74, Average
14856,Jan Kliment,65,ST,Normal,950.0,3,3,M \ L,73,62,56,65,31,61,1,348,1636,Wisła Kraków,Polski Ekstraklasa (POL 1),Czech Republic,185,73, High & Average+
14858,Tsiy-William Ndenge,65,CDM,Normal,650.0,3,3,M \ M,63,57,61,64,62,73,3,380,1777,FC Luzern,Raiffeisen Super L. (SUI 1),Cameroon,188,80, High & Average
14859,Deichmann,65,RM,Normal,600.0,2,4,H \ H,73,59,60,66,51,74,6,383,1780,1860 München,3. Liga (GER 3),Germany,178,72, Average
14860,Hakeem Odoffin,65,CDM,Normal,1200.0,2,2,M \ H,75,47,57,60,63,72,4,374,1676,Rotherham Utd,EFL League One (ENG 3),England,191,81, High & Average
14861,Tobias Svendsen,65,LM,Normal,700.0,3,4,M \ M,75,44,59,70,54,68,3,370,1764,Lillestrøm SK,Eliteserien (NOR 1),Norway,172,66, Stocky
14862,Matt Penney,65,LB,Normal,700.0,3,3,H \ M,74,60,63,69,59,57,2,382,1826,Ipswich,EFL League One (ENG 3),England,174,64, Average
14864,Mateo Matic,65,GK,Normal,700.0,1,2,M \ M,69,64,62,68,26,66,2,355,679,Grasshoppers,Raiffeisen Super L. (SUI 1),Switzerland,185,78, High & Average+
14865,Wellington D. Bueno,65,CB,Normal,1200.0,2,3,M \ M,72,30,41,44,65,74,0,326,1465,Kashima Antlers,Meiji Yasuda J1 (JPN 1),Brazil,182,79, Average
14866,Joël Abu Hanna,65,CB,Normal,1500.0,2,3,M \ M,69,33,56,54,64,70,-26,346,1583,Legia Warszawa,Polski Ekstraklasa (POL 1),Israel,184,80, Average
14867,Siebe Van der Heyden,65,CB,Normal,1000.0,2,3,M \ H,56,34,54,53,64,73,2,334,1555,Royale Union SG,1A Pro League (BEL 1),Belgium,185,76, High & Average+
14869,Daniel Anyembe,65,RB,Normal,750.0,2,3,H \ M,85,45,58,66,56,67,0,377,1697,Viborg FF,3F Superliga (DEN 1),Denmark,189,77, High & Average+
14870,Yohan Demoncy,65,CDM,Normal,700.0,3,2,L \ M,64,44,60,64,60,67,0,359,1670,Paris FC,Ligue 2 (FRA 2),France,180,68, Lean
14871,Nicolás Gorosito,65,CB,Normal,650.0,2,3,M \ M,57,50,57,53,63,75,-1,355,1689,AD Alcorcón,LaLiga SmartBank (ESP 2),Argentina,186,79, High & Average
14872,Taylan Duman,65,RM,Normal,500.0,2,3,M \ M,65,61,63,66,49,61,5,365,1752,1. FC Nürnberg,Bundesliga 2 (GER 2),Germany,180,75, Average
14873,Phillip Menzel,65,GK,Normal,600.0,1,3,M \ M,67,63,59,66,22,65,0,342,629,SK Austria Klagenfurt,Ö Bundesliga (AUT 1),Germany,192,84, High & Average
14874,Magnus Grødem,65,CAM,Normal,600.0,4,4,H \ M,69,59,63,67,42,67,1,367,1676,Molde FK,Eliteserien (NOR 1),Norway,192,78, High & Average+
14875,Christián Herc,65,CM,Normal,700.0,3,3,M \ M,67,64,65,67,46,67,-1,376,1772,Grasshoppers,Raiffeisen Super L. (SUI 1),Slovakia,185,72, High & Average+
14877,Yanis Merdji,65,ST,Normal,700.0,3,3,H \ M,76,65,56,67,18,69,2,351,1640,Niort,Ligue 2 (FRA 2),France,175,69, Average
14879,Michael Blauensteiner,65,RB,Normal,750.0,3,3,H \ M,71,47,59,61,59,69,1,366,1706,SK Austria Klagenfurt,Ö Bundesliga (AUT 1),Austria,182,79, Average
14880,David Cancola,65,CDM,Normal,750.0,2,3,M \ M,65,38,58,60,63,67,-2,351,1634,Ross County,Scottish Premiership (SPFL),Austria,183,73, Lean
14881,Ismaila Jome,65,LB,Normal,1200.0,3,2,H \ M,73,57,59,62,62,68,4,381,1777,Portland Timbers,Major League Soccer,Gambia,185,73, High & Average+
14883,Christoph Greger,65,CB,Normal,700.0,2,3,M \ M,54,28,36,40,65,73,2,296,1377,Viktoria Köln,3. Liga (GER 3),Germany,193,81, High & Average+
14884,Adnan Kovačević,65,CB,Normal,7450.0,2,4,L \ M,53,38,42,44,67,65,7,309,1450,Ferencvárosi TC,Nemzetti Bajnoksag (HUN 1),Bosnia and Herzegovina,189,80, High & Average
14885,Juan Eduardo Lescano,65,ST,Normal,7450.0,3,2,H \ M,73,67,52,63,29,65,5,349,1627,Brisbane Roar,A-League (AUS 1),Argentina,187,79, High & Average+
14886,Jann-Fiete Arp,65,ST,Normal,4900.0,3,3,M \ M,68,63,49,68,22,54,17,324,1535,Holstein Kiel,Bundesliga 2 (GER 2),Germany,184,78, Lean
14887,Pedro Silva,65,GK,Normal,4750.0,1,3,M \ M,69,58,59,67,29,59,2,341,692,FC Vizela,Liga NOS (POR 1),Portugal,189,76, High & Average
14889,Thijmen Goppel,65,RW,Normal,32500.0,3,2,H \ H,85,55,60,66,49,67,4,382,1753,SVWW,3. Liga (GER 3),Netherlands,178,73, Average
14890,Aidan Barlow,65,LM,Normal,29500.0,3,3,H \ M,72,60,63,64,41,56,3,356,1708,Doncaster,EFL League One (ENG 3),England,176,75, Average
14891,Michael Breij,65,CAM,Normal,7100.0,3,4,M \ M,67,64,63,65,38,58,6,355,1690,SC Cambuur,Eredivisie,Netherlands,181,72, Average
14892,Keito Nakamura,65,LM,Normal,3700.0,4,3,H \ M,76,64,58,70,31,63,4,362,1702,LASK,Ö Bundesliga (AUT 1),Japan,180,75, Lean
14894,Peter Haring,65,CM,Normal,9500.0,2,3,M \ H,65,53,64,66,63,74,1,385,1783,Heart of Midlothian,Scottish Premiership (SPFL),Austria,187,85, High & Average
14895,Enrique Clemente Maza,65,CB,Normal,2700.0,2,2,L \ M,63,31,50,47,66,65,1,322,1513,R. Zaragoza,LaLiga SmartBank (ESP 2),Spain,184,79, Lean
14897,Mohammad Naderi,65,LB,Normal,3750.0,2,3,M \ M,64,27,51,48,63,76,9,329,1511,Altay SK,Süper Lig (TUR 1),Iran,188,86, High & Average
